date,store_id,product_id,units_sold,price,discount,promotion,store_type,product_category,inventory
2026-04-12,S001,P002,79,250.0,10,1,Supermarket,Electronics,268
2026-04-13,S001,P002,35,250.0,0,0,Supermarket,Electronics,239
2026-04-14,S001,P002,37,250.0,0,0,Supermarket,Electronics,212
2026-04-15,S001,P002,65,250.0,10,1,Supermarket,Electronics,504
2026-04-16,S001,P002,60,250.0,0,0,Supermarket,Electronics,486
2026-04-17,S001,P002,43,250.0,0,0,Supermarket,Electronics,459
2026-04-18,S001,P002,56,250.0,0,0,Supermarket,Electronics,432
2026-04-19,S001,P002,80,250.0,0,1,Supermarket,Electronics,424
2026-04-20,S001,P002,23,250.0,0,0,Supermarket,Electronics,398
2026-04-21,S001,P002,33,250.0,0,0,Supermarket,Electronics,371
2026-04-22,S001,P002,70,250.0,10,1,Supermarket,Electronics,351
2026-04-23,S001,P002,56,250.0,0,0,Supermarket,Electronics,344
2026-04-24,S001,P002,39,250.0,0,0,Supermarket,Electronics,327
2026-04-25,S001,P002,55,250.0,0,0,Supermarket,Electronics,305
2026-04-26,S001,P002,28,250.0,0,0,Supermarket,Electronics,288
2026-04-27,S001,P002,59,250.0,0,1,Supermarket,Electronics,251
2026-04-28,S001,P002,43,250.0,0,0,Supermarket,Electronics,248
2026-04-29,S001,P002,70,250.0,0,1,Supermarket,Electronics,225
2026-04-30,S001,P002,44,250.0,0,0,Supermarket,Electronics,499
2026-05-01,S001,P002,46,250.0,0,0,Supermarket,Electronics,475
2026-05-02,S001,P002,63,250.0,0,0,Supermarket,Electronics,459
2026-05-03,S001,P002,55,250.0,0,0,Supermarket,Electronics,440
2026-05-04,S001,P002,52,250.0,0,0,Supermarket,Electronics,421
2026-05-05,S001,P002,42,250.0,0,0,Supermarket,Electronics,402
2026-05-06,S001,P002,40,250.0,0,0,Supermarket,Electronics,371
2026-05-07,S001,P002,40,250.0,0,0,Supermarket,Electronics,362
2026-05-08,S001,P002,42,250.0,0,0,Supermarket,Electronics,339
2026-05-09,S001,P002,52,250.0,0,0,Supermarket,Electronics,311
2026-05-10,S001,P002,59,250.0,0,0,Supermarket,Electronics,293
2026-05-11,S001,P002,41,250.0,0,0,Supermarket,Electronics,273
2026-05-12,S001,P002,48,250.0,0,0,Supermarket,Electronics,266
2026-05-13,S001,P002,32,250.0,0,0,Supermarket,Electronics,230
2026-05-14,S001,P002,56,250.0,0,0,Supermarket,Electronics,229
2026-05-15,S001,P002,35,250.0,0,0,Supermarket,Electronics,496
2026-05-16,S001,P002,52,250.0,0,0,Supermarket,Electronics,488
2026-05-17,S001,P002,64,250.0,0,0,Supermarket,Electronics,451
2026-05-18,S001,P002,31,250.0,0,0,Supermarket,Electronics,440
2026-05-19,S001,P002,39,250.0,0,0,Supermarket,Electronics,411
2026-05-20,S001,P002,37,250.0,0,0,Supermarket,Electronics,392
2026-05-21,S001,P002,63,250.0,0,1,Supermarket,Electronics,384
2026-05-22,S001,P002,31,250.0,0,0,Supermarket,Electronics,354
2026-05-23,S001,P002,93,250.0,0,1,Supermarket,Electronics,335
2026-05-24,S001,P002,45,250.0,0,0,Supermarket,Electronics,324
2026-05-25,S001,P002,51,250.0,0,0,Supermarket,Electronics,297
2026-05-26,S001,P002,39,250.0,0,0,Supermarket,Electronics,287
2026-05-27,S001,P002,31,250.0,0,0,Supermarket,Electronics,252
2026-05-28,S001,P002,44,250.0,0,0,Supermarket,Electronics,232
2026-05-29,S001,P002,38,250.0,0,0,Supermarket,Electronics,224
