date,store_id,product_id,units_sold,revenue,price,discount,promotion,holiday,store_type,product_category,inventory,region
2025-10-30,STORE_02,PROD_02,67,1005.0,15.0,0.0,0,0,Hypermarket,Apparel,377,South
2025-10-31,STORE_01,PROD_01,148,2960.0,20.0,0.0,0,0,Supermarket,Electronics,218,North
2025-10-31,STORE_01,PROD_02,105,1575.0,15.0,0.0,0,0,Supermarket,Apparel,285,North
2025-10-31,STORE_02,PROD_01,137,2466.0,18.0,0.1,1,0,Hypermarket,Electronics,235,South
2025-10-31,STORE_02,PROD_02,85,1275.0,15.0,0.0,0,0,Hypermarket,Apparel,328,South
2025-11-01,STORE_01,PROD_01,181,3620.0,20.0,0.0,0,0,Supermarket,Electronics,143,North
2025-11-01,STORE_01,PROD_02,131,1965.0,15.0,0.0,0,0,Supermarket,Apparel,240,North
2025-11-01,STORE_02,PROD_01,134,2680.0,20.0,0.0,0,0,Hypermarket,Electronics,212,South
2025-11-01,STORE_02,PROD_02,87,1305.0,15.0,0.0,0,0,Hypermarket,Apparel,339,South
2025-11-02,STORE_01,PROD_01,180,3600.0,20.0,0.0,0,0,Supermarket,Electronics,144,North
2025-11-02,STORE_01,PROD_02,131,1965.0,15.0,0.0,0,0,Supermarket,Apparel,218,North
2025-11-02,STORE_02,PROD_01,159,2862.0,18.0,0.1,1,0,Hypermarket,Electronics,166,South
2025-11-02,STORE_02,PROD_02,109,1635.0,15.0,0.0,0,0,Hypermarket,Apparel,264,South
2025-11-03,STORE_01,PROD_01,149,2980.0,20.0,0.0,0,0,Supermarket,Electronics,218,North
2025-11-03,STORE_01,PROD_02,99,1485.0,15.0,0.0,0,0,Supermarket,Apparel,309,North
2025-11-03,STORE_02,PROD_01,114,2280.0,20.0,0.0,0,0,Hypermarket,Electronics,281,South
2025-11-03,STORE_02,PROD_02,111,1498.5,13.5,0.1,1,0,Hypermarket,Apparel,262,South
2025-11-04,STORE_01,PROD_01,149,2980.0,20.0,0.0,0,0,Supermarket,Electronics,202,North
2025-11-04,STORE_01,PROD_02,86,1290.0,15.0,0.0,0,0,Supermarket,Apparel,337,North
2025-11-04,STORE_02,PROD_01,107,2140.0,20.0,0.0,0,0,Hypermarket,Electronics,270,South
2025-11-04,STORE_02,PROD_02,111,1498.5,13.5,0.1,1,0,Hypermarket,Apparel,288,South
2025-11-05,STORE_01,PROD_01,152,3040.0,20.0,0.0,0,0,Supermarket,Electronics,207,North
2025-11-05,STORE_01,PROD_02,120,1620.0,13.5,0.1,1,0,Supermarket,Apparel,243,North
2025-11-05,STORE_02,PROD_01,113,2260.0,20.0,0.0,0,0,Hypermarket,Electronics,255,South
2025-11-05,STORE_02,PROD_02,81,1215.0,15.0,0.0,0,0,Hypermarket,Apparel,341,South
2025-11-06,STORE_01,PROD_01,136,2720.0,20.0,0.0,0,0,Supermarket,Electronics,240,North
2025-11-06,STORE_01,PROD_02,104,1560.0,15.0,0.0,0,0,Supermarket,Apparel,308,North
2025-11-06,STORE_02,PROD_01,98,1960.0,20.0,0.0,0,0,Hypermarket,Electronics,316,South
2025-11-06,STORE_02,PROD_02,72,1080.0,15.0,0.0,0,0,Hypermarket,Apparel,364,South
2025-11-07,STORE_01,PROD_01,147,2940.0,20.0,0.0,0,0,Supermarket,Electronics,187,North
2025-11-07,STORE_01,PROD_02,103,1545.0,15.0,0.0,0,0,Supermarket,Apparel,308,North
2025-11-07,STORE_02,PROD_01,105,2100.0,20.0,0.0,0,0,Hypermarket,Electronics,298,South
2025-11-07,STORE_02,PROD_02,93,1255.5,13.5,0.1,1,0,Hypermarket,Apparel,300,South
2025-11-08,STORE_01,PROD_01,179,3580.0,20.0,0.0,0,0,Supermarket,Electronics,132,North
2025-11-08,STORE_01,PROD_02,144,1944.0,13.5,0.1,1,0,Supermarket,Apparel,216,North
2025-11-08,STORE_02,PROD_01,177,3186.0,18.0,0.1,1,0,Hypermarket,Electronics,161,South
2025-11-08,STORE_02,PROD_02,95,1425.0,15.0,0.0,0,0,Hypermarket,Apparel,313,South
2025-11-09,STORE_01,PROD_01,205,3690.0,18.0,0.1,1,0,Supermarket,Electronics,104,North
2025-11-09,STORE_01,PROD_02,128,1920.0,15.0,0.0,0,0,Supermarket,Apparel,262,North
2025-11-09,STORE_02,PROD_01,145,2900.0,20.0,0.0,0,0,Hypermarket,Electronics,221,South
2025-11-09,STORE_02,PROD_02,133,1795.5,13.5,0.1,1,0,Hypermarket,Apparel,226,South
2025-11-10,STORE_01,PROD_01,136,2720.0,20.0,0.0,0,0,Supermarket,Electronics,237,North
2025-11-10,STORE_01,PROD_02,135,1822.5,13.5,0.1,1,0,Supermarket,Apparel,234,North
2025-11-10,STORE_02,PROD_01,116,2320.0,20.0,0.0,0,0,Hypermarket,Electronics,283,South
2025-11-10,STORE_02,PROD_02,70,1050.0,15.0,0.0,0,0,Hypermarket,Apparel,358,South
2025-11-11,STORE_01,PROD_01,140,2800.0,20.0,0.0,0,0,Supermarket,Electronics,227,North
2025-11-11,STORE_01,PROD_02,135,1822.5,13.5,0.1,1,0,Supermarket,Apparel,228,North
2025-11-11,STORE_02,PROD_01,113,2260.0,20.0,0.0,0,0,Hypermarket,Electronics,258,South
2025-11-11,STORE_02,PROD_02,86,1290.0,15.0,0.0,0,0,Hypermarket,Apparel,328,South
2025-11-12,STORE_01,PROD_01,156,3120.0,20.0,0.0,0,0,Supermarket,Electronics,183,North
2025-11-12,STORE_01,PROD_02,98,1470.0,15.0,0.0,0,0,Supermarket,Apparel,322,North
2025-11-12,STORE_02,PROD_01,132,2376.0,18.0,0.1,1,0,Hypermarket,Electronics,250,South
2025-11-12,STORE_02,PROD_02,102,1377.0,13.5,0.1,1,0,Hypermarket,Apparel,286,South
2025-11-13,STORE_01,PROD_01,145,2900.0,20.0,0.0,0,0,Supermarket,Electronics,198,North
2025-11-13,STORE_01,PROD_02,97,1455.0,15.0,0.0,0,0,Supermarket,Apparel,302,North
2025-11-13,STORE_02,PROD_01,104,2080.0,20.0,0.0,0,0,Hypermarket,Electronics,284,South
2025-11-13,STORE_02,PROD_02,70,1050.0,15.0,0.0,0,0,Hypermarket,Apparel,366,South
2025-11-14,STORE_01,PROD_01,138,2760.0,20.0,0.0,0,0,Supermarket,Electronics,232,North
2025-11-14,STORE_01,PROD_02,104,1560.0,15.0,0.0,0,0,Supermarket,Apparel,279,North
2025-11-14,STORE_02,PROD_01,98,1960.0,20.0,0.0,0,0,Hypermarket,Electronics,305,South
2025-11-14,STORE_02,PROD_02,98,1323.0,13.5,0.1,1,0,Hypermarket,Apparel,308,South
2025-11-15,STORE_01,PROD_01,162,3240.0,20.0,0.0,0,0,Supermarket,Electronics,161,North
2025-11-15,STORE_01,PROD_02,129,1935.0,15.0,0.0,0,0,Supermarket,Apparel,260,North
2025-11-15,STORE_02,PROD_01,141,2820.0,20.0,0.0,0,0,Hypermarket,Electronics,236,South
2025-11-15,STORE_02,PROD_02,99,1485.0,15.0,0.0,0,0,Hypermarket,Apparel,294,South
2025-11-16,STORE_01,PROD_01,178,3560.0,20.0,0.0,0,0,Supermarket,Electronics,151,North
2025-11-16,STORE_01,PROD_02,119,1785.0,15.0,0.0,0,0,Supermarket,Apparel,280,North
2025-11-16,STORE_02,PROD_01,135,2700.0,20.0,0.0,0,0,Hypermarket,Electronics,237,South
2025-11-16,STORE_02,PROD_02,133,1795.5,13.5,0.1,1,0,Hypermarket,Apparel,238,South
2025-11-17,STORE_01,PROD_01,169,3042.0,18.0,0.1,1,0,Supermarket,Electronics,147,North
2025-11-17,STORE_01,PROD_02,128,1728.0,13.5,0.1,1,0,Supermarket,Apparel,255,North
2025-11-17,STORE_02,PROD_01,112,2240.0,20.0,0.0,0,0,Hypermarket,Electronics,276,South
2025-11-17,STORE_02,PROD_02,82,1230.0,15.0,0.0,0,0,Hypermarket,Apparel,326,South
2025-11-18,STORE_01,PROD_01,167,3006.0,18.0,0.1,1,0,Supermarket,Electronics,180,North
2025-11-18,STORE_01,PROD_02,110,1650.0,15.0,0.0,0,0,Supermarket,Apparel,277,North
2025-11-18,STORE_02,PROD_01,114,2280.0,20.0,0.0,0,0,Hypermarket,Electronics,265,South
2025-11-18,STORE_02,PROD_02,62,930.0,15.0,0.0,0,0,Hypermarket,Apparel,358,South
2025-11-19,STORE_01,PROD_01,188,3384.0,18.0,0.1,1,0,Supermarket,Electronics,114,North
2025-11-19,STORE_01,PROD_02,101,1515.0,15.0,0.0,0,0,Supermarket,Apparel,285,North
2025-11-19,STORE_02,PROD_01,121,2420.0,20.0,0.0,0,0,Hypermarket,Electronics,265,South
2025-11-19,STORE_02,PROD_02,65,975.0,15.0,0.0,0,0,Hypermarket,Apparel,375,South
2025-11-20,STORE_01,PROD_01,151,3020.0,20.0,0.0,0,0,Supermarket,Electronics,205,North
2025-11-20,STORE_01,PROD_02,94,1410.0,15.0,0.0,0,0,Supermarket,Apparel,327,North
2025-11-20,STORE_02,PROD_01,149,2682.0,18.0,0.1,1,0,Hypermarket,Electronics,198,South
2025-11-20,STORE_02,PROD_02,82,1230.0,15.0,0.0,0,0,Hypermarket,Apparel,335,South
2025-11-21,STORE_01,PROD_01,149,2980.0,20.0,0.0,0,0,Supermarket,Electronics,210,North
2025-11-21,STORE_01,PROD_02,88,1320.0,15.0,0.0,0,0,Supermarket,Apparel,309,North
2025-11-21,STORE_02,PROD_01,132,2376.0,18.0,0.1,1,0,Hypermarket,Electronics,240,South
2025-11-21,STORE_02,PROD_02,85,1275.0,15.0,0.0,0,0,Hypermarket,Apparel,339,South
2025-11-22,STORE_01,PROD_01,201,3618.0,18.0,0.1,1,0,Supermarket,Electronics,82,North
2025-11-22,STORE_01,PROD_02,111,1665.0,15.0,0.0,0,0,Supermarket,Apparel,258,North
2025-11-22,STORE_02,PROD_01,137,2740.0,20.0,0.0,0,0,Hypermarket,Electronics,216,South
2025-11-22,STORE_02,PROD_02,111,1665.0,15.0,0.0,0,0,Hypermarket,Apparel,279,South
2025-11-23,STORE_01,PROD_01,205,3690.0,18.0,0.1,1,0,Supermarket,Electronics,82,North
2025-11-23,STORE_01,PROD_02,119,1785.0,15.0,0.0,0,0,Supermarket,Apparel,276,North
2025-11-23,STORE_02,PROD_01,143,2860.0,20.0,0.0,0,0,Hypermarket,Electronics,199,South
2025-11-23,STORE_02,PROD_02,91,1365.0,15.0,0.0,0,0,Hypermarket,Apparel,328,South
2025-11-24,STORE_01,PROD_01,136,2720.0,20.0,0.0,0,0,Supermarket,Electronics,230,North
2025-11-24,STORE_01,PROD_02,90,1350.0,15.0,0.0,0,0,Supermarket,Apparel,309,North
2025-11-24,STORE_02,PROD_01,144,2592.0,18.0,0.1,1,0,Hypermarket,Electronics,212,South
2025-11-24,STORE_02,PROD_02,75,1125.0,15.0,0.0,0,0,Hypermarket,Apparel,330,South
2025-11-25,STORE_01,PROD_01,176,3168.0,18.0,0.1,1,0,Supermarket,Electronics,131,North
2025-11-25,STORE_01,PROD_02,102,1530.0,15.0,0.0,0,0,Supermarket,Apparel,315,North
2025-11-25,STORE_02,PROD_01,105,2100.0,20.0,0.0,0,0,Hypermarket,Electronics,308,South
2025-11-25,STORE_02,PROD_02,63,945.0,15.0,0.0,0,0,Hypermarket,Apparel,356,South
2025-11-26,STORE_01,PROD_01,145,2900.0,20.0,0.0,0,0,Supermarket,Electronics,190,North
2025-11-26,STORE_01,PROD_02,90,1350.0,15.0,0.0,0,0,Supermarket,Apparel,329,North
2025-11-26,STORE_02,PROD_01,152,2736.0,18.0,0.1,1,0,Hypermarket,Electronics,192,South
2025-11-26,STORE_02,PROD_02,76,1140.0,15.0,0.0,0,0,Hypermarket,Apparel,350,South
2025-11-27,STORE_01,PROD_01,194,3880.0,20.0,0.0,0,1,Supermarket,Electronics,105,North
2025-11-27,STORE_01,PROD_02,144,2160.0,15.0,0.0,0,1,Supermarket,Apparel,230,North
2025-11-27,STORE_02,PROD_01,139,2780.0,20.0,0.0,0,1,Hypermarket,Electronics,239,South
2025-11-27,STORE_02,PROD_02,119,1785.0,15.0,0.0,0,1,Hypermarket,Apparel,271,South
2025-11-28,STORE_01,PROD_01,152,3040.0,20.0,0.0,0,0,Supermarket,Electronics,209,North
2025-11-28,STORE_01,PROD_02,91,1365.0,15.0,0.0,0,0,Supermarket,Apparel,330,North
2025-11-28,STORE_02,PROD_01,120,2400.0,20.0,0.0,0,0,Hypermarket,Electronics,256,South
2025-11-28,STORE_02,PROD_02,95,1282.5,13.5,0.1,1,0,Hypermarket,Apparel,299,South
2025-11-29,STORE_01,PROD_01,198,3564.0,18.0,0.1,1,0,Supermarket,Electronics,100,North
2025-11-29,STORE_01,PROD_02,134,2010.0,15.0,0.0,0,0,Supermarket,Apparel,216,North
2025-11-29,STORE_02,PROD_01,173,3114.0,18.0,0.1,1,0,Hypermarket,Electronics,135,South
2025-11-29,STORE_02,PROD_02,97,1455.0,15.0,0.0,0,0,Hypermarket,Apparel,296,South
2025-11-30,STORE_01,PROD_01,183,3660.0,20.0,0.0,0,0,Supermarket,Electronics,136,North
2025-11-30,STORE_01,PROD_02,121,1815.0,15.0,0.0,0,0,Supermarket,Apparel,253,North
2025-11-30,STORE_02,PROD_01,130,2600.0,20.0,0.0,0,0,Hypermarket,Electronics,223,South
2025-11-30,STORE_02,PROD_02,89,1335.0,15.0,0.0,0,0,Hypermarket,Apparel,333,South
2025-12-01,STORE_01,PROD_01,151,3020.0,20.0,0.0,0,0,Supermarket,Electronics,196,North
2025-12-01,STORE_01,PROD_02,133,1795.5,13.5,0.1,1,0,Supermarket,Apparel,241,North
2025-12-01,STORE_02,PROD_01,119,2380.0,20.0,0.0,0,0,Hypermarket,Electronics,262,South
2025-12-01,STORE_02,PROD_02,66,990.0,15.0,0.0,0,0,Hypermarket,Apparel,359,South
2025-12-02,STORE_01,PROD_01,135,2700.0,20.0,0.0,0,0,Supermarket,Electronics,223,North
2025-12-02,STORE_01,PROD_02,94,1410.0,15.0,0.0,0,0,Supermarket,Apparel,317,North
2025-12-02,STORE_02,PROD_01,122,2440.0,20.0,0.0,0,0,Hypermarket,Electronics,257,South
2025-12-02,STORE_02,PROD_02,72,1080.0,15.0,0.0,0,0,Hypermarket,Apparel,352,South
2025-12-03,STORE_01,PROD_01,134,2680.0,20.0,0.0,0,0,Supermarket,Electronics,219,North
2025-12-03,STORE_01,PROD_02,105,1575.0,15.0,0.0,0,0,Supermarket,Apparel,284,North
2025-12-03,STORE_02,PROD_01,121,2420.0,20.0,0.0,0,0,Hypermarket,Electronics,259,South
2025-12-03,STORE_02,PROD_02,84,1260.0,15.0,0.0,0,0,Hypermarket,Apparel,325,South
2025-12-04,STORE_01,PROD_01,146,2920.0,20.0,0.0,0,0,Supermarket,Electronics,213,North
2025-12-04,STORE_01,PROD_02,109,1635.0,15.0,0.0,0,0,Supermarket,Apparel,268,North
2025-12-04,STORE_02,PROD_01,120,2400.0,20.0,0.0,0,0,Hypermarket,Electronics,257,South
2025-12-04,STORE_02,PROD_02,64,960.0,15.0,0.0,0,0,Hypermarket,Apparel,366,South
